        eV      barns         eV      barns         eV      barns
 ---------- ---------- ---------- ---------- ---------- ----------
 1.250000+7 1.537003+0 1.255000+7 1.541257+0 1.258000+7 1.542427+0
 1.260000+7 1.542088+0 1.262000+7 1.540672+0 1.265000+7 1.537825+0
 1.270000+7 1.536654+0 1.275000+7 1.556694+0 1.280000+7 1.599147+0
 1.280900+7 1.607149+0 1.280904+7 1.607185+0 1.281300+7 1.610701+0
 1.285000+7 1.641507+0 1.289235+7 1.659664+0 1.290000+7 1.658862+0
 1.295000+7 1.629446+0 1.300000+7 1.583527+0 1.305000+7 1.556928+0
 1.310000+7 1.561822+0 1.315000+7 1.576289+0 1.320000+7 1.579214+0
 1.322470+7 1.576267+0 1.322500+7 1.576238+0 1.322700+7 1.576043+0
 1.325000+7 1.573948+0 1.330000+7 1.571232+0 1.331800+7 1.572925+0
 1.332000+7 1.573225+0 1.332038+7 1.573287+0 1.335000+7 1.578226+0
 1.340000+7 1.586970+0 1.345000+7 1.598372+0 1.350000+7 1.609672+0
 1.355000+7 1.612630+0 1.360000+7 1.615305+0 1.360200+7 1.615293+0
 1.360300+7 1.615306+0 1.360316+7 1.615308+0 1.361000+7 1.615475+0
 1.362000+7 1.616339+0 1.363000+7 1.618108+0 1.364000+7 1.620791+0
 1.365000+7 1.623675+0 1.366000+7 1.626622+0 1.367000+7 1.629570+0
 1.367435+7 1.630838+0 1.368000+7 1.632461+0 1.369000+7 1.635298+0
 1.370000+7 1.638084+0 1.371000+7 1.640810+0 1.372000+7 1.643464+0
 1.373000+7 1.646032+0 1.374000+7 1.646720+0 1.375000+7 1.641980+0
 1.376000+7 1.634824+0 1.377000+7 1.630595+0 1.378000+7 1.632342+0
 1.378500+7 1.634576+0 1.378665+7 1.635457+0 1.378700+7 1.635644+0
 1.379000+7 1.637248+0 1.380000+7 1.642509+0 1.381000+7 1.645317+0
 1.382000+7 1.643364+0 1.383000+7 1.639616+0 1.384000+7 1.635630+0
 1.385000+7 1.632031+0 1.386000+7 1.629112+0 1.387000+7 1.626250+0
 1.388000+7 1.623399+0 1.389000+7 1.620567+0 1.390000+7 1.617759+0
 1.395000+7 1.604066+0 1.397900+7 1.596435+0 1.400000+7 1.592055+0
 1.405000+7 1.588576+0 1.410000+7 1.592998+0 1.415000+7 1.599315+0
 1.420000+7 1.605898+0 1.425000+7 1.612706+0 1.429800+7 1.619277+0
 1.430000+7 1.619555+0 1.435000+7 1.626858+0 1.440000+7 1.634931+0
 1.445000+7 1.645242+0 1.450000+7 1.658352+0 1.455000+7 1.672815+0
 1.460000+7 1.687829+0 1.461700+7 1.693077+0 1.465000+7 1.703350+0
 1.470000+7 1.718717+0 1.475000+7 1.732786+0 1.480000+7 1.746227+0
 1.485000+7 1.759855+0 1.490000+7 1.761793+0 1.493600+7 1.763296+0
 1.495000+7 1.763868+0 1.500000+7 1.765841+0 1.502000+7 1.763921+0
 1.504000+7 1.756929+0 1.505000+7 1.752191+0 1.510000+7 1.721065+0
 1.515000+7 1.684559+0 1.520000+7 1.648271+0 1.525000+7 1.621153+0
 1.525500+7 1.619044+0 1.530000+7 1.604062+0 1.534717+7 1.588169+0
 1.535000+7 1.587223+0 1.539207+7 1.580537+0 1.540000+7 1.581162+0
 1.545000+7 1.590455+0 1.550000+7 1.601074+0 1.555000+7 1.610111+0
 1.557400+7 1.614425+0 1.560000+7 1.618864+0 1.565000+7 1.624513+0
 1.570000+7 1.626180+0 1.575000+7 1.624296+0 1.580000+7 1.617281+0
 1.585000+7 1.606561+0 1.589300+7 1.596538+0 1.590000+7 1.594732+0
 1.595000+7 1.573029+0 1.600000+7 1.552363+0 1.610000+7 1.547092+0
 1.613000+7 1.549772+0 1.616100+7 1.553072+0 1.620000+7 1.559011+0
 1.620500+7 1.559971+0 1.621200+7 1.561410+0 1.630000+7 1.581667+0
 1.640000+7 1.588064+0 1.641000+7 1.587206+0 1.650000+7 1.568852+0
 1.653100+7 1.558446+0 1.660000+7 1.543157+0 1.661500+7 1.540972+0
 1.665160+7 1.538044+0 1.670000+7 1.539561+0 1.680000+7 1.554742+0
 1.682000+7 1.558597+0 1.685000+7 1.565172+0 1.690000+7 1.578296+0
 1.700000+7 1.606689+0 1.702500+7 1.614800+0 1.710000+7 1.639787+0
 1.716800+7 1.653752+0 1.716900+7 1.653920+0 1.720000+7 1.658551+0
 1.723000+7 1.661225+0 1.725019+7 1.662262+0 1.730000+7 1.662932+0
 1.740000+7 1.659322+0 1.743500+7 1.656794+0 1.748700+7 1.652817+0
 1.748800+7 1.652739+0 1.750000+7 1.651774+0 1.760000+7 1.644382+0
 1.764000+7 1.642151+0 1.770000+7 1.639640+0 1.780000+7 1.635991+0
 1.780600+7 1.635752+0 1.780700+7 1.635708+0 1.784500+7 1.633614+0
 1.785000+7 1.633287+0 1.785072+7 1.633240+0 1.790000+7 1.629492+0
 1.800000+7 1.620347+0 1.805000+7 1.612804+0 1.810000+7 1.605519+0
 1.812500+7 1.602617+0 1.813381+7 1.601690+0 1.820000+7 1.595355+0
 1.825500+7 1.591360+0 1.828902+7 1.589295+0 1.830000+7 1.588752+0
 1.840000+7 1.587500+0 1.844400+7 1.589548+0 1.846000+7 1.590890+0
 1.850000+7 1.595018+0 1.857179+7 1.604646+0 1.860000+7 1.609719+0
 1.866500+7 1.627606+0 1.870000+7 1.635463+0 1.876300+7 1.649363+0
 1.880000+7 1.657644+0 1.887000+7 1.673094+0 1.890000+7 1.679624+0
 1.900000+7 1.690646+0 1.907500+7 1.686618+0 1.908200+7 1.685993+0
 1.910000+7 1.684322+0 1.920000+7 1.674596+0 1.928000+7 1.666791+0
 1.930000+7 1.664817+0 1.936452+7 1.656592+0 1.940000+7 1.651157+0
 1.940100+7 1.650982+0 1.948500+7 1.638968+0 1.950000+7 1.637525+0
 1.958914+7 1.634042+0 1.960000+7 1.634015+0 1.963943+7 1.634005+0
 1.969000+7 1.634198+0 1.970000+7 1.634291+0 1.972000+7 1.634510+0
 1.980000+7 1.635415+0 1.989500+7 1.637084+0 1.990000+7 1.637177+0
 2.000000+7 1.639800+0 2.010000+7 1.648890+0 2.014821+7 1.656373+0
 2.025621+7 1.677480+0 2.025972+7 1.678204+0 2.033424+7 1.691695+0
 2.035000+7 1.693912+0 2.042000+7 1.699832+0 2.050000+7 1.702130+0
 2.061712+7 1.704883+0 2.065000+7 1.705555+0 2.081996+7 1.699602+0
 2.090298+7 1.696616+0 2.095000+7 1.694949+0 2.097633+7 1.694029+0
 2.099451+7 1.693401+0 2.100000+7 1.693214+0 2.108157+7 1.690518+0
 2.123253+7 1.686189+0 2.125000+7 1.685760+0 2.144238+7 1.681199+0
 2.150000+7 1.679855+0 2.155000+7 1.678697+0 2.159418+7 1.677678+0
 2.163617+7 1.676713+0 2.172505+7 1.674683+0 2.185000+7 1.671849+0
 2.189503+7 1.670831+0 2.198677+7 1.668764+0 2.200000+7 1.668466+0
 2.204396+7 1.667876+0 2.215000+7 1.666451+0 2.224478+7 1.665175+0
 2.245000+7 1.662382+0 2.250000+7 1.661693+0 2.275000+7 1.658173+0
 2.286444+7 1.656511+0 2.300000+7 1.654491+0 2.304300+7 1.653838+0
 2.305000+7 1.653731+0 2.335000+7 1.649184+0 2.350000+7 1.646934+0
 2.365000+7 1.644699+0 2.374348+7 1.643313+0 2.395000+7 1.640272+0
 2.400000+7 1.639539+0 2.425000+7 1.635898+0 2.440883+7 1.633605+0
 2.450000+7 1.632294+0 2.455000+7 1.631576+0 2.457711+7 1.631188+0
 2.485000+7 1.628150+0 2.500000+7 1.628567+0 2.515000+7 1.628989+0
 2.545000+7 1.629843+0 2.550000+7 1.629987+0 2.575000+7 1.630710+0
 2.600000+7 1.631441+0 2.605000+7 1.630349+0 2.635000+7 1.623817+0
 2.650000+7 1.620569+0 2.665000+7 1.617333+0 2.695000+7 1.610891+0
 2.700000+7 1.609822+0 2.725000+7 1.604492+0 2.750000+7 1.599191+0
 2.755000+7 1.598134+0 2.785000+7 1.591814+0 2.800000+7 1.588668+0
 2.815000+7 1.585532+0 2.845000+7 1.579283+0 2.850000+7 1.578246+0
 2.875000+7 1.573574+0 2.900000+7 1.569769+0 2.905000+7 1.569459+0
 2.935000+7 1.568080+0 2.950000+7 1.567636+0 2.965000+7 1.567308+0
 2.995000+7 1.566857+0 3.000000+7 1.566795+0 3.000001+7 1.566795+0
 3.070792+7 1.559701+0 3.100000+7 1.555518+0 3.142229+7 1.548497+0
 3.200000+7 1.537540+0 3.300000+7 1.516796+0 3.326299+7 1.511293+0
 3.400000+7 1.496449+0 3.414820+7 1.493627+0 3.438877+7 1.489202+0
 3.500000+7 1.479000+0 3.553507+7 1.470905+0 3.600000+7 1.463766+0
 3.700000+7 1.448226+0 3.800000+7 1.432627+0 3.900000+7 1.417167+0
 3.912960+7 1.415182+0 4.000000+7 1.402000+0 4.100000+7 1.386020+0
 4.200000+7 1.368374+0 4.300000+7 1.349526+0 4.400000+7 1.329878+0
 4.500000+7 1.309773+0 4.600000+7 1.289501+0 4.700000+7 1.269306+0
 4.800000+7 1.249387+0 4.900000+7 1.229908+0 5.000000+7 1.211000+0
 5.100000+7 1.192828+0 5.200000+7 1.175390+0 5.300000+7 1.158557+0
 5.400000+7 1.142221+0 5.500000+7 1.126283+0 5.600000+7 1.110660+0
 5.700000+7 1.095278+0 5.800000+7 1.080077+0 5.900000+7 1.064999+0
 6.000000+7 1.050000+0 6.100000+7 1.035045+0 6.200000+7 1.020182+0
 6.300000+7 1.005488+0 6.400000+7 9.910290-1 6.500000+7 9.768639-1
 6.600000+7 9.630435-1 6.700000+7 9.496116-1 6.800000+7 9.366061-1
 6.900000+7 9.240597-1 7.000000+7 9.120000-1 7.100000+7 9.003224-1
 7.200000+7 8.889071-1 7.300000+7 8.777554-1 7.400000+7 8.668679-1
 7.500000+7 8.562439-1 7.600000+7 8.458819-1 7.700000+7 8.357796-1
 7.800000+7 8.259341-1 7.900000+7 8.163422-1 8.000000+7 8.070000-1
 8.100000+7 7.981460-1 8.200000+7 7.898514-1 8.300000+7 7.818848-1
 8.400000+7 7.740417-1 8.500000+7 7.661416-1 8.600000+7 7.580266-1
 8.700000+7 7.495597-1 8.800000+7 7.406256-1 8.900000+7 7.311299-1
 9.000000+7 7.210000-1 9.100000+7 7.108126-1 9.200000+7 7.011472-1
 9.300000+7 6.919537-1 9.400000+7 6.831843-1 9.500000+7 6.747929-1
 9.600000+7 6.667353-1 9.700000+7 6.589685-1 9.800000+7 6.514504-1
 9.900000+7 6.441406-1 1.000000+8 6.370000-1 1.020000+8 6.231276-1
 1.040000+8 6.099201-1 1.060000+8 5.975369-1 1.080000+8 5.860912-1
 1.100000+8 5.756600-1 1.120000+8 5.660764-1 1.140000+8 5.570828-1
 1.160000+8 5.486088-1 1.180000+8 5.405971-1 1.200000+8 5.330000-1
 1.220000+8 5.257729-1 1.240000+8 5.188816-1 1.260000+8 5.123027-1
 1.280000+8 5.060153-1 1.300000+8 5.000000-1 1.320000+8 4.940935-1
 1.340000+8 4.881880-1 1.360000+8 4.823405-1 1.380000+8 4.765984-1
 1.400000+8 4.710000-1 1.420000+8 4.654138-1 1.440000+8 4.597469-1
 1.460000+8 4.540798-1 1.480000+8 4.484792-1 1.500000+8 4.430000-1
